4378.29 2.48063e-06
4379.03 2.49612e-06
4379.78 2.51161e-06
4380.52 2.52711e-06
4381.27 2.54317e-06
4382.01 2.56953e-06
4382.76 2.5959e-06
4383.51 2.6223e-06
4384.25 2.6487e-06
4385.0 2.6751e-06
4385.74 2.70151e-06
4386.49 2.72794e-06
4387.24 2.75438e-06
4387.98 2.78082e-06
4388.73 2.80729e-06
4389.48 2.83376e-06
4390.23 2.86023e-06
4390.97 2.88671e-06
4391.72 2.9132e-06
4392.47 2.9397e-06
4393.21 2.96621e-06
4393.96 2.99275e-06
4394.71 3.01927e-06
4395.46 3.04582e-06
4396.21 3.07236e-06
4396.95 3.09892e-06
4397.7 3.1255e-06
4398.45 3.15208e-06
4399.2 3.17867e-06
4399.95 3.20526e-06
4400.7 3.23187e-06
4401.45 3.25785e-06
4402.2 3.28218e-06
4402.94 3.30654e-06
4403.69 3.33088e-06
4404.44 3.35524e-06
4405.19 3.37961e-06
4405.94 3.404e-06
4406.69 3.42839e-06
4407.44 3.45279e-06
4408.19 3.47719e-06
4408.94 3.50159e-06
4409.69 3.52602e-06
4410.44 3.55045e-06
4411.19 3.57491e-06
4411.95 3.59935e-06
4412.7 3.62381e-06
4413.45 3.64827e-06
4414.2 3.67276e-06
4414.95 3.69724e-06
4415.7 3.72174e-06
4416.45 3.74624e-06
4417.2 3.77076e-06
4417.96 3.79527e-06
4418.71 3.8198e-06
4419.46 3.84434e-06
4420.21 3.86889e-06
4420.96 3.89345e-06
4421.72 3.91448e-06
4422.47 3.93349e-06
4423.22 3.95249e-06
4423.98 3.97151e-06
4424.73 3.99053e-06
4425.48 4.00955e-06
4426.23 4.02859e-06
4426.99 4.04764e-06
4427.74 4.06668e-06
4428.49 4.08573e-06
4429.25 4.1048e-06
4430.0 4.12387e-06
4430.76 4.14306e-06
4431.51 4.16226e-06
4432.26 4.18148e-06
4433.02 4.2007e-06
4433.77 4.21992e-06
4434.53 4.23915e-06
4435.28 4.25839e-06
4436.04 4.27764e-06
4436.79 4.2969e-06
4437.55 4.31617e-06
4438.3 4.33545e-06
4439.06 4.35472e-06
4439.81 4.37402e-06
4440.57 4.39331e-06
4441.33 4.41481e-06
4442.08 4.45528e-06
4442.84 4.49576e-06
4443.59 4.53627e-06
4444.35 4.57679e-06
4445.11 4.61732e-06
4445.86 4.65787e-06
4446.62 4.69845e-06
4447.38 4.73903e-06
4448.13 4.77963e-06
4448.89 4.82024e-06
4449.65 4.86089e-06
4450.4 4.90154e-06
4451.16 4.94224e-06
4451.92 4.98291e-06
4452.68 5.02362e-06
4453.44 5.06435e-06
4454.19 5.10508e-06
4454.95 5.14585e-06
4455.71 5.1866e-06
4456.47 5.22741e-06
4457.23 5.26821e-06
4457.98 5.30905e-06
4458.74 5.34989e-06
4459.5 5.39072e-06
4460.26 5.43162e-06
4461.02 5.47251e-06
4461.78 5.57451e-06
4462.54 5.70332e-06
4463.3 5.83217e-06
4464.06 5.96113e-06
4464.82 6.09012e-06
4465.58 6.21922e-06
4466.34 6.34828e-06
4467.1 6.47745e-06
4467.86 6.60666e-06
4468.62 6.73589e-06
4469.38 6.86524e-06
4470.14 6.99454e-06
4470.9 7.12404e-06
4471.66 7.25349e-06
4472.42 7.38305e-06
4473.18 7.51257e-06
4473.95 7.64228e-06
4474.71 7.77194e-06
4475.47 7.90172e-06
4476.23 8.03153e-06
4476.99 8.16137e-06
4477.75 8.29133e-06
4478.52 8.42124e-06
4479.28 8.55134e-06
4480.04 8.6814e-06
4480.8 8.81149e-06
4481.57 8.93373e-06
4482.33 9.04425e-06
4483.09 9.15487e-06
4483.85 9.26544e-06
4484.62 9.37612e-06
4485.38 9.48682e-06
4486.14 9.59762e-06
4486.91 9.70838e-06
4487.67 9.81923e-06
4488.44 9.93019e-06
4489.2 1.00411e-05
4489.96 1.01521e-05
4490.73 1.02631e-05
4491.49 1.03742e-05
4492.26 1.04854e-05
4493.02 1.05966e-05
4493.79 1.07078e-05
4494.55 1.0819e-05
4495.31 1.09304e-05
4496.08 1.10417e-05
4496.85 1.11531e-05
4497.61 1.12646e-05
4498.38 1.13761e-05
4499.14 1.14877e-05
4499.91 1.15992e-05
4500.67 1.171e-05
4501.44 1.18129e-05
4502.21 1.18893e-05
4502.97 1.19657e-05
4503.74 1.20421e-05
4504.5 1.21185e-05
4505.27 1.2195e-05
4506.04 1.22715e-05
4506.8 1.23479e-05
4507.57 1.24244e-05
4508.34 1.2501e-05
4509.11 1.25776e-05
4509.87 1.26541e-05
4510.64 1.27307e-05
4511.41 1.28073e-05
4512.18 1.28839e-05
4512.94 1.29606e-05
4513.71 1.30373e-05
4514.48 1.31139e-05
4515.25 1.31907e-05
4516.02 1.32674e-05
4516.79 1.33442e-05
4517.56 1.34209e-05
4518.32 1.34977e-05
4519.09 1.35746e-05
4519.86 1.36514e-05
4520.63 1.37282e-05
4521.4 1.37632e-05
4522.17 1.35983e-05
4522.94 1.34333e-05
4523.71 1.32683e-05
4524.48 1.31032e-05
4525.25 1.29382e-05
4526.02 1.27729e-05
4526.79 1.26077e-05
4527.56 1.24425e-05
4528.33 1.22773e-05
4529.1 1.21119e-05
4529.87 1.19465e-05
4530.64 1.17811e-05
4531.42 1.18649e-05
4532.19 1.30293e-05
4532.96 1.41945e-05
4533.73 1.53598e-05
4534.5 1.65252e-05
4535.27 1.76915e-05
4536.04 1.88579e-05
4536.82 2.00244e-05
4537.59 2.1191e-05
4538.36 2.23585e-05
4539.13 2.35253e-05
4539.91 2.46938e-05
4540.68 2.58616e-05
4541.45 2.69263e-05
4542.22 2.76443e-05
4543.0 2.83623e-05
4543.77 2.90809e-05
4544.54 2.97995e-05
4545.32 3.05182e-05
4546.09 3.1237e-05
4546.86 3.19559e-05
4547.64 3.26752e-05
4548.41 3.33951e-05
4549.19 3.41146e-05
4549.96 3.48342e-05
4550.73 3.55543e-05
4551.51 3.59706e-05
4552.28 3.56851e-05
4553.06 3.53994e-05
4553.83 3.51136e-05
4554.61 3.48279e-05
4555.38 3.45419e-05
4556.16 3.4256e-05
4556.94 3.39699e-05
4557.71 3.36839e-05
4558.49 3.33976e-05
4559.26 3.31114e-05
4560.04 3.2825e-05
4560.81 3.25387e-05
4561.59 3.23513e-05
4562.37 3.23112e-05
4563.14 3.22712e-05
4563.92 3.22312e-05
4564.7 3.21911e-05
4565.47 3.21511e-05
